Facility_Name,Reg_No,Address,Facility_Type_RAW,Facility_Type,Level,Bed_Capacity,County
SON AND DAUGHTER MEDICAL CLINIC,17452,P.O BOX 106-20117 NAIVASHA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
SONAK COMMUNITY MEDICAL CENTRE,1699,P.O BOX 274-50135 KHWISERO,NURSING HOME,NURSING HOME,LEVEL 3B,50,KAKAMEGA
SONAR IMAGING CENTRE KAKAMEGA,7372,P.O BOX 48981-00100 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,KAKAMEGA
SONAR IMAGING CENTRE MERU,7373,P.O BOX 48981-00100 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,MERU
SONAR IMAGING CENTRE NAIROBI,7374,P.O BOX 48981-00100 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
SONDU MIRIU KENGEN CLINIC,2466,P.O BOX 875-40100 KISUMU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KISUMU
SONGS MEDICAL CLINIC,15843,P.O BOX 67112-00200 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
SONHEAL MEDICAL CENTRE,17874,P.O BOX 33-20600 MARALAL,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,SAMBURU
SONNIS HEALTH SERVICES,17522,P.O BOX 27-10100 NYERI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NYERI
SONOSCAN IMAGING CENTRE,8846,P.O BOX 7773-00200 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NYERI
SONOWORLD MEDICAL CENTRE,16321,P.O BOX 16633-80100 MOMBASA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,MOMBASA
SONY SUGAR MEDICAL CENTRE,4414,P.O BOX 107-40405 SARE-AWENDO,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,MIGORI
SORANUS REPRODUCTIVE HEALTH SPECIALITY,5841,P.O BOX 19524-00202 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
SORI LAKESIDE HOSPITAL,317,P.O BOX 77-40401 KARUNGU,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,130,MIGORI
SORI LAKESIDE HOSPITAL -MBITA,16628,P.O BOX 77-40401 KARUNGU,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,30,HOMA BAY
SORI LAKESIDE HOSPITAL ANNEX-NYATIKE,8044,P.O BOX 77-40401 KARUNGU,NURSING HOME,NURSING HOME,LEVEL 3B,20,MIGORI
SORI LAKESIDE HOSPITAL-NDHIWA,16629,P.O BOX 77-40401 KARUNGU,NURSING HOME,NURSING HOME,LEVEL 3B,30,HOMA BAY
SOS MEDICAL CENTRE ELDORET,2481,P.O BOX 4593-30100 ELDORET,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,0,UASIN GISHU
SOS SOCIAL AND MEDICAL CENTRE BURUBURU,890,P.O BOX 40563-00100 NAIROBI,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,0,NAIROBI
SOSIOT MEDICAL CENTRE-,3749,P.O BOX 115-20205 SOSIOT,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,0,KERICHO
SOSPETER MTEULE MEDICAL CENTRE,16312,P.O BOX 16171-00610 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,15,KAKAMEGA
SOTENI VILLAGE OF HOPE DISPENSARY,1234,P.O BOX 32-50211 NAITIRI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,BUNGOMA
SOTIK HIGHLANDS TEA ESTATE CLINIC,1577,P.O BOX PRIVATE BAG-20406 SOTIK,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NYAMIRA
SOUTH B DENTAL CENTRE,6933,P.O BOX 9133-00100 NAIROBI,DENTAL CENTRE,DENTAL CENTRE,LEVEL 3A,0,NAIROBI
SOUTH B DISPENSARY,GK-014288,P.O BOX 30108-00100 NAIROBI,DISPENSARY,DISPENSARY,LEVEL 2,0,NAIROBI
SOUTH B HOSPITAL LTD,115,P.O BOX 49255-00100 NAIROBI,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,35,NAIROBI
SOUTH B POLICE BAND DISPENSARY,GK-008869,P.O BOX 18120-00100 NAIROBI,DISPENSARY,DISPENSARY,LEVEL 2,0,NAIROBI
SOUTH C DIALYSIS CENTRE LTD,5518,P.O BOX 106325-00101 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
SOUTH HORR CATHOLIC HEALTH CENTRE,2993,P.O BOX 350-20600 MARALAL,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,0,SAMBURU
SOUTH LAKE MEDICAL CENTRE,7340,P.O BOX 59338-00200 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,27,NAKURU
SOUTH LAKE MEDICAL CENTRE LIMITED-KARAGITA,17648,P.O BOX 7-20151 SULMAC,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
SOUTHGATE MEDICAL CENTRE,3972,P.O BOX 53-70301 MANDERA,NURSING HOME,NURSING HOME,LEVEL 3B,40,MANDERA
SOUTHPOINT MEDICAL LIMITED,15846,P.O BOX 177-70100 GARISSA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
SOWER MEDICAL CARE,8827,P.O BOX 227-01000 THIKA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
SOWETO KAYOLE PRIMARY HEALTH CENTRE,136,P.O BOX 10469-00100 NAIROBI,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,0,NAIROBI
SPA NURSING HOME,3122,P.O BOX 640-00232 RUIRU,NURSING HOME,NURSING HOME,LEVEL 3B,25,KIAMBU
SPACE CARE HEALTH SERVICES,7381,P.O BOX 9827-00200 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
SPACE CARE MEDICAL CENTRE,15219,P.O BOX 9827-00200 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
SPARKI HEALTH SERVICES,7349,P.O BOX 88344-80100 MOMBASA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,MOMBASA
SPARKLE DENTAL CARE LTD,15824,P.O BOX 17658-00100 NAIROBI,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,KIAMBU
SPECIAL TREATMENT CENTRE (CASINO),GK-008727,P.O BOX 30108-00100 NAIROBI,DISPENSARY,DISPENSARY,LEVEL 2,0,NAIROBI
SPECTOR MEDICAL CENTER,17876,P.O BOX -- NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
SPICAS MEDICAL CENTRE LTD,14586,P.O BOX 120-50201 CHEPTAIS,NURSING HOME,NURSING HOME,LEVEL 3B,25,BUNGOMA
SPINE AND SPECIALITY HOSPITAL,14760,P.O BOX 10259-00100 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,10,NAIROBI
SPINE DENTAL CLINIC,3343,P.O BOX 65-60403 MAGUMONI,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,NAIROBI
SPORTVIEW CFW CLINIC,1964,P.O BOX 1630-00606 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
SPRINGS HEALTH SERVICES,4203,P.O BOX 2031-00100 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
SPRINGS HERITAGE NURSING HOME,15983,P.O BOX 19562-00202 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,10,KIAMBU
SPRINGWELL MEDICAL CLINIC,15827,P.O BOX 4640-30100 ELDORET,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,BUNGOMA
SRI SATHYA SAI MEDICAL CLINIC,530,P.O BOX 1098-00606 NAIROBI,DISPENSARY,DISPENSARY,LEVEL 2,0,NAIROBI
ST AKIDIVA MEMORIAL HOSPITAL KEHANCHA,4443,P.O BOX 57-40400 SUNA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,30,MIGORI
ST AKIDIVA MEMORIAL LOLGORIAN OUTREACH CLINIC,6801,P.O BOX 57-40400 SUNA MIGORI,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,30,NAROK
ST AKIDIVA MINDIRA CLINIC ISIBANIA,6469,P.O BOX 806-40400 MIGORI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MIGORI
ST ANDREWS DISPENSARY,8820,P.O BOX 37-60202 NKUBU,DISPENSARY,DISPENSARY,LEVEL 2,0,MERU
ST ANGELA MEDICAL CENTRE,7303,P.O BOX 336-50102 MUMIAS,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,25,KAKAMEGA
ST ANN MEDICAL CENTRE,3816,P.O BOX 1523-00900 KIKUYU,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,KIAMBU
ST ANNES CATHOLIC DISPENSARY,7210,P.O BOX 1516-20200 KERICHO,DISPENSARY,DISPENSARY,LEVEL 2,0,KERICHO
ST BEGSON MEDICAL CENTRE,4267,P.O BOX 1023-00518 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
ST BONIFACE DISPENSARY MWANDA B,3252,P.O BOX 138-50200 SIRISIA,DISPENSARY,DISPENSARY,LEVEL 2,0,BUNGOMA
ST BRIDGET HOSPITAL LTD,17541,P.O BOX 75520-00200 NAIROBI,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,62,KIAMBU
ST BRIDGIT KALEMUNYANG DISPENSARY,6781,P.O BOX 101-30500 LODWAR,FAITH BASED DISPENSARY,FAITH BASED,LEVEL 2,0,TURKANA
ST CATHERINE\'S ICHUNI MISSION HOSPITAL,15384,P.O BOX 17-40202 KEROKA,FAITH BASED LEVEL 4 HOSPITAL,FAITH BASED,LEVEL 4,35,KISII
ST CHRISTINE MEDICAL CENTRE KAKAMEGA,15366,P.O BOX 454-50100 KAKAMEGA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAKAMEGA
ST CHRISTOPHERS DAMA COMMUNITY MEDICAL CENTRE,15455,P.O BOX 76-40102 KOMBEWA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,9,KISUMU
ST CLARE MEDICAL CENTRE,7262,P.O BOX 6422-00100 NAIROBI,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,20,NAIROBI
ST ELIZABETH LORUGUM,6785,P.O BOX 101-30500 LODWAR,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,20,TURKANA
ST ELIZABETH MBAGA HEALTH CENTER,6934,P.O BOX 283-40600 SIAYA,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,25,SIAYA
ST ELIZABETH MEDICAL CENTRE,1035,P.O BOX 2922-20100 NAKURU,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,54,NAKURU
ST ERNEST MEDICAL POINT CLINIC,3888,P.O BOX 47-00204 MLOLONGO,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MACHAKOS
ST FRANCIS CATHOLIC DISPENSARY KAWANGWARE GATINA,6952,P.O BOX 25006-00603 NAIROBI,FAITH BASED DISPENSARY,FAITH BASED,LEVEL 2,0,NAIROBI
ST FRANCIS HEALTH SERVICES KAHAWA SUKARI,14551,P.O BOX 1418-00232 RUIRU,NURSING HOME,NURSING HOME,LEVEL 3B,10,KIAMBU
ST FRANCIS KATANI,3539,P.O BOX 201-00519 KATANI,DISPENSARY,DISPENSARY,LEVEL 2,0,MACHAKOS
ST GABRIEL HOSPITAL LIMITED,6242,P.O BOX 1517-20200 KERICHO,NURSING HOME,NURSING HOME,LEVEL 3B,30,KERICHO
ST GALLEN ONCOLOGY NETWORK,18009,P.O BOX 613-50100 KAKAMEGA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAKAMEGA
ST GEORGE\'S COMMUNITY HEALTH SERVICES,2356,P.O BOX 405-40610 YALA,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,6,SIAYA
ST IMMACULATE FAMILY HEALTH SERVICES,7242,P.O BOX 17914-00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
ST JAIRUS HOSPITAL,5783,P.O BOX 4902-40103 KONDELE,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,63,KISUMU
ST JAMES AMENITY HOSPITAL BUTERE,7283,P.O BOX 355-50101 BUTERE,NURSING HOME,NURSING HOME,LEVEL 3B,30,KAKAMEGA
ST JAMES HEALTH CENTRE- KANGEMI,4012,P.O BOX 344-20116 GILGIL,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
ST JAMES MEDICAL SERVICES HURUMA,5557,P.O BOX 305-20102 ELBURGON,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
ST JOEL COMMUNITY HOSPITAL LTD,15262,P.O BOX 23078-00604 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,25,KIAMBU
ST JOSEPH CATHOLIC DISPENSARY,7613,P.O BOX 2020-80314 CHUMVINI,DISPENSARY,DISPENSARY,LEVEL 2,0,TAITA TAVETA
ST JOSEPH SHELTER OF HOPE MISSION HOSPITAL,15416,P.O BOX 286-80300 VOI,FAITH BASED LEVEL 4 HOSPITAL,FAITH BASED,LEVEL 4,34,TAITA TAVETA
ST JOSEPH\'S AMUKURA MISSION HEALTH CENTER,1160,P.O BOX 4-50403 AMUKURA,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,35,BUSIA
ST JOSHUA MEDICAL CLINIC,17778,P.O BOX 350-40100 KISUMU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KISUMU
ST JUDE THADDEUS MEDICAL CENTRE KAMUNGEI,3812,P.O BOX 4331-30200 KITALE,NURSING HOME,NURSING HOME,LEVEL 3B,24,TRANS NZOIA
ST LUCIA MEDICAL CENTRE BUOYE,16682,P.O BOX 1670-40100 KISUMU,NURSING HOME,NURSING HOME,LEVEL 3B,30,KISUMU
ST LUKE MEDICAL & DIABETES CENTRE,4063,P.O BOX 7480-01000 THIKA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,KIAMBU
ST LUKES ORTHOPAEDIC AND TRAUMA HOSPITAL UASIN GISHU,6768,P.O BOX 3705-30100 ELDORET,Hospital Level 5,HOSPITAL,LEVEL 5,90,UASIN GISHU
ST MARCELLA MEDICAL CLINIC,16668,P.O BOX 1123- MIGORI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MIGORI
ST MARK ORTHODOX HEALTH CENTRE,7325,P.O BOX 3-50311 WODANGA,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,18,VIHIGA
ST MARK PHYSICIANS MEDICAL CENTRE,16596,P.O BOX 7429-0620 THIKA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
ST MARK PHYSICIANS MEDICAL CENTRE - NGEWA,17538,P.O BOX 7429-0620 THIKA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
ST MARTIN DE PORRES DISPENSARY,1337,P.O BOX 512-20106 MOLO,DISPENSARY,DISPENSARY,LEVEL 2,0,NAKURU
ST MARTIN HEALTH CARE SERVICES,5806,P.O BOX 164-90136 NZEEKA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MAKUENI
ST MARY MOTHER & CHILD HOSPITAL,14915,P.O BOX 1364-00900 KIAMBU,NURSING HOME,NURSING HOME,LEVEL 3B,35,KIAMBU
ST MARY\'S DENTAL UNIT,7653,P.O BOX 54-90100 MACHAKOS,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,MACHAKOS
ST MARYS HEALTH CARE,5967,P.O BOX 97285-80100 MOMBASA,DISPENSARY,DISPENSARY,LEVEL 2,0,KILIFI
ST MARYS HOLISTIC MEDICAL CLINIC,7820,P.O BOX 74737-00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
ST MARYS KALOKOL DISPENSARY,6766,P.O BOX 101-30500 LODWAR,DISPENSARY,DISPENSARY,LEVEL 2,0,TURKANA
ST MARYS MISSION HEALTH CENTRE MBITA,2500,P.O BOX 185-40305 MBITA,FAITH-BASED BASIC CENTRE,FAITH BASED,LEVEL 3A,20,HOMA BAY
ST MARYS MISSION INTERNATIONAL,3906,P.O BOX 84-01030 GATUNDU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
ST MARYS REHABILITATION CENTRE MWALA,1003,P.O BOX 29-90110 MWALA,DISPENSARY,DISPENSARY,LEVEL 2,0,MACHAKOS
ST MICHAELS MEDICAL CLINIC,7470,P.O BOX 93971-80115 MOMBASA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MOMBASA
ST MONICA MEDICAL CENTRE NAKURU,4115,P.O BOX 10171-20100 NAKURU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
ST MONICA NAKWAMEKWI DISPENSARY,6782,P.O BOX 101-30500 LODWAR,DISPENSARY,DISPENSARY,LEVEL 2,0,TURKANA
ST NEWFREB HOSPITAL LIMITED,17532,P.O BOX 93-40223 KADONGO,NURSING HOME,NURSING HOME,LEVEL 3B,30,HOMA BAY
ST OLIVIA HEALTH CARE,3536,P.O BOX 1210-00217 LIMURU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
ST PATRICK KANAMKEMER DISPENSARY,6780,P.O BOX 101-30500 LODWAR,DISPENSARY,DISPENSARY,LEVEL 2,0,TURKANA
ST PATRICK NURSING HOME,7010,P.O BOX 1862-10101 KARATINA,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,70,NYERI
ST PATRICKS OPTICAL AND EYE CLINIC LTD,17643,P.O BOX 35597-00100 NAIROBI,EYE CLINIC,EYE CLINIC,LEVEL 2,0,KIAMBU
ST PAUL MISSION HOSPITAL,3099,P.O BOX 426-40300 HOMABAY,MISSION HOSPITAL LEVEL 3,MISSION HOSPITAL LEVEL 3,LEVEL 3A,28,HOMA BAY
ST PAUL\'S DAWA MEDICAL CLINIC,4393,P.O BOX 254725035719-40200 KISII,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,20,MIGORI
ST PAULS EMUSONGA MEDICAL CENTRE,14949,P.O BOX 2708-50100 KAKAMEGA,FAITH-BASED BASIC CENTRE,FAITH BASED,LEVEL 3A,20,KAKAMEGA
ST PETER CLAVER RC HEALTH CENTRE,15319,P.O BOX 751-00206 KISERIAN,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,28,KAJIADO
ST PETERS ORTHOPEDICS AND SURGICAL SPECIALITY CENTRE LIMITED,15479,P.O BOX 78522-00507 NAIROBI,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,40,KIAMBU
ST PIUS MUSOLI HEALTH CENTRE,2811,P.O BOX 24-50105 BUKURA,FAITH-BASED BASIC CENTRE,FAITH BASED,LEVEL 3A,18,KAKAMEGA
ST RAPHAEL ARCH ANGELS MEDICAL CLINIC,17814,P.O BOX 51-30106 TURBO,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,UASIN GISHU
ST RAPHAELS ARCHANGEL HEALTH CENTRE EMMAUS,3042,P.O BOX 85-70101 HOLA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,TANA RIVER
ST TERESA ASANTE NAGOYA DISPENSARY,7284,P.O BOX 103-40309 ASUMBI,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,25,HOMA BAY
ST THERESA FSJ ASUMBI RODI DISPENSARY,3571,P.O BOX 669-40200 KISII,FAITH BASED DISPENSARY,FAITH BASED,LEVEL 2,0,HOMA BAY
ST THERESA\'S HEALTH CENTRE THATHA,4359,P.O BOX 122-90119 MATUU,DISPENSARY,DISPENSARY,LEVEL 2,0,MACHAKOS
ST VERONICA CLINIC BURUBURU,17003,P.O BOX 73824-00200 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
ST. JOHN MEMORIAL MEDICAL CENTRE,17597,P.O BOX 66-20113 BAHATI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
ST. ABIGAIL HEALTH CENTRE,15380,P.O BOX 3731-20100 NAKURU,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAKURU
ST. AGNES HEALTH CLINIC,7164,P.O BOX 2499-40200 KISII,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,KISII
ST. AKIDIVA MEMORIAL HOSPITAL,717,P.O BOX 57-40400 MIGORI,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,200,MIGORI
ST. AKIDIVA MINDIRA HOSPITAL MABERA,2982,P.O BOX 806-40400 MIGORI,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,150,MIGORI
ST. ANDREWS MEDICAL CLINIC,1778,P.O BOX 336-30202 MOIS BRIDGE,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,UASIN GISHU
ST. ANGELA MERICI HEALTH CENTRE,1631,P.O BOX 23176-00604 LOWER KABETE,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,10,KIAMBU
ST. ANN HOSPITAL GATHANGA,4056,P.O BOX 486-00618 NAIROBI,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,0,KIAMBU
ST. ANN S MEDICAL CLINIC,2167,P.O BOX 51015-00200 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAJIADO
ST. ANNE CFW COMMUNITY CLINIC,1415,P.O BOX 1630-00606 KIANYAGA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIRINYAGA
ST. ANNE MISSION HOSPITAL,493,P.O BOX 24 -60402 IGOJI,FAITH BASED LEVEL 4 HOSPITAL,FAITH BASED,LEVEL 4,74,MERU
ST. ANNE\'S MISSION MEDICAL CENTRE,3245,P.O BOX 6410-00200 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
ST. ANNE\'S NYANGOMA HEALTH CENTRE,2422,P.O BOX 29-40601 BONDO,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,20,SIAYA
ST. ANNES DISPENSARY ESHISIRU,14788,P.O BOX 577-50100 KAKAMEGA,FAITH BASED DISPENSARY,FAITH BASED,LEVEL 2,0,KAKAMEGA
ST. ANNES FRIENDLY MEDICAL CLINIC,16866,P.O BOX 1737-40300 HOMA BAY,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,HOMA BAY
ST. ANTHONY CFW CLINIC,1978,P.O BOX 1630-00606 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,EMBU
ST. ANTHONY HEALTH CENTRE LEMEK,1822,P.O BOX 50-20503 NAROK,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,15,NAROK
ST. ANTHONY HEALTH CENTRE NAKURU,1029,P.O BOX 3729-20100 NAKURU,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,25,NAKURU
ST. ANTHONYS HEALTH CENTRE ABOSSI,1821,P.O BOX 173-20404 ABOSSI,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,36,NAROK
ST. AUGUSTINE CFW CLINIC,1957,P.O BOX 1630-00606 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,EMBU
ST. AUGUSTINE PARISH DISPENSARY,1466,P.O BOX 65176-00618 JUJA,DISPENSARY,DISPENSARY,LEVEL 2,0,KIAMBU
ST. BAKHITA HEALTH CENTRE UTAWALA,1682,P.O BOX 1020-00521 NAIROBI,FAITH-BASED BASIC CENTRE,FAITH BASED,LEVEL 3A,14,NAIROBI
ST. BARBARA HEALTH CENTRE MOSOCHO,1549,P.O BOX 1806-40200 KISII,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,20,KISII
ST. BONIFACE CATHOLIC HEALTH CENTRE,7134,P.O BOX 994-50305 KAPSABET,FAITH-BASED COMPREHENSIVE CENTRE,FAITH BASED,LEVEL 3A,20,NANDI
ST. BRIDGET DISPENSARY,3132,P.O BOX 32513-00600 NAIROBI,DISPENSARY,DISPENSARY,LEVEL 2,0,NAIROBI
ST. BRIGITTAS CATHOLIC HEALTH CENTRE,322,P.O BOX 842-30100 ELDORET,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,12,UASIN GISHU
ST. CAMILLUS HEALTH CENTRE NDUNDU,15858,P.O BOX 279-00232 RUIRU,FAITH-BASED BASIC CENTRE,FAITH BASED,LEVEL 3A,0,KIAMBU
ST. CAMILLUS MISSION HOSPITAL KARUNGU,142,P.O BOX 119-40401 KARUNGU,FAITH BASED LEVEL 4 HOSPITAL,FAITH BASED,LEVEL 4,145,MIGORI
ST. CATES MEDICAL CENTRE,1355,P.O BOX 1173-00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
ST. CATHERINE HEALTH CENTRE,1582,P.O BOX 61088-00200 NAIROBI,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,0,NAIROBI
ST. CHARLES LWANGA HEALTH CENTRE TURBO,2264,P.O BOX 444-30106 TURBO,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,24,KAKAMEGA
ST. CLAIRE DISPENSARY,835,P.O BOX 48-20102 ELBURGON,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,20,NAKURU
ST. CLAIRE MEDICAL CLINIC TING\'ANG\'A,7220,P.O BOX 375-00900 KIAMBU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
ST. CLARES BOLO MISSION HEALTH CENTRE,930,P.O BOX 24-40111 PAP ONDITI,MISSION HOSPITAL LEVEL 3,MISSION HOSPITAL LEVEL 3,LEVEL 3A,30,KISUMU
ST. CONSOLATA KISUMU HOSPITAL,1310,P.O BOX 1168-40100 KISUMU,NURSING HOME,NURSING HOME,LEVEL 3B,50,KISUMU
ST. CRISPIN AFYA HOSPITAL LIMITED,16467,P.O BOX 354-01100 KAJIADO,NURSING HOME,NURSING HOME,LEVEL 3B,25,KAJIADO
ST. CYRIL MEDICAL CLINIC LIMITED,17258,P.O BOX 15900 -00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
